id_transakcja,id_terapia,id_dziecko,kwota,numer_transakcji,sposob_platnosci,ocena_terapii
4755,804,588,60,xx-4755,gotowka,8
4756,804,589,60,xx-4756,gotowka,9
4757,804,590,60,xx-4757,karta,3
4758,804,592,60,xx-4758,gotowka,6
4759,805,593,180,xx-4759,przelew,4
4760,805,594,180,xx-4760,karta,4
4761,805,595,180,xx-4761,karta,6
4762,805,596,180,xx-4762,gotowka,6
4763,805,597,180,xx-4763,przelew,5
4764,805,598,180,xx-4764,gotowka,10
4765,805,599,180,xx-4765,gotowka,9
4766,805,600,180,xx-4766,przelew,10
4767,805,601,180,xx-4767,karta,5
4768,805,602,180,xx-4768,przelew,8
4769,806,603,270,xx-4769,przelew,4
4770,806,604,270,xx-4770,gotowka,10
4771,806,605,270,xx-4771,gotowka,7
4772,806,606,270,xx-4772,karta,10
4773,806,607,270,xx-4773,gotowka,8
4774,806,608,270,xx-4774,karta,8
4775,807,564,30,xx-4775,karta,7
4776,807,567,30,xx-4776,karta,4
4777,807,569,30,xx-4777,karta,9
4778,808,572,180,xx-4778,przelew,8
4779,809,577,300,xx-4779,przelew,3
4780,809,579,300,xx-4780,gotowka,3
4781,809,581,300,xx-4781,karta,10
4782,809,582,300,xx-4782,karta,10
4783,809,584,300,xx-4783,przelew,5
4784,809,585,300,xx-4784,gotowka,10
4785,810,587,630,xx-4785,przelew,10
4786,810,588,630,xx-4786,przelew,4
4787,810,589,630,xx-4787,przelew,3
4788,810,590,630,xx-4788,karta,6
4789,810,592,630,xx-4789,przelew,10
4790,811,593,450,xx-4790,przelew,3
4791,811,594,450,xx-4791,gotowka,10
4792,811,595,450,xx-4792,karta,8
4793,811,596,450,xx-4793,gotowka,3
4794,811,597,450,xx-4794,karta,8
4795,811,598,450,xx-4795,gotowka,8
4796,811,599,450,xx-4796,przelew,6
4797,811,600,450,xx-4797,przelew,10
4798,811,601,450,xx-4798,karta,4
4799,811,602,450,xx-4799,gotowka,5
4800,812,603,315,xx-4800,gotowka,6
4801,812,604,315,xx-4801,gotowka,10
4802,812,605,315,xx-4802,karta,9
4803,812,606,315,xx-4803,przelew,4
4804,812,607,315,xx-4804,gotowka,10
4805,812,608,315,xx-4805,karta,10
4806,813,569,360,xx-4806,gotowka,3
4807,814,572,90,xx-4807,gotowka,3
4808,815,577,315,xx-4808,karta,6
4809,815,579,315,xx-4809,przelew,7
4810,815,581,315,xx-4810,karta,9
4811,815,582,315,xx-4811,karta,3
4812,815,584,315,xx-4812,gotowka,3
4813,815,585,315,xx-4813,przelew,8
4814,816,589,270,xx-4814,karta,5
4815,816,590,270,xx-4815,karta,8
4816,817,593,180,xx-4816,gotowka,6
4817,817,594,180,xx-4817,przelew,10
4818,817,595,180,xx-4818,karta,7
4819,817,597,180,xx-4819,przelew,10
4820,817,598,180,xx-4820,przelew,10
4821,817,599,180,xx-4821,gotowka,6
4822,817,600,180,xx-4822,przelew,4
4823,817,601,180,xx-4823,gotowka,9
4824,817,602,180,xx-4824,przelew,7
4825,818,603,630,xx-4825,karta,6
4826,818,604,630,xx-4826,karta,7
4827,818,605,630,xx-4827,przelew,9
4828,818,606,630,xx-4828,gotowka,9
4829,818,607,630,xx-4829,gotowka,10
4830,818,608,630,xx-4830,przelew,7
4831,819,577,180,xx-4831,gotowka,5
4832,819,579,180,xx-4832,przelew,4
4833,819,581,180,xx-4833,karta,3
4834,819,582,180,xx-4834,gotowka,7
4835,819,584,180,xx-4835,karta,10
4836,819,585,180,xx-4836,karta,7
4837,820,590,120,xx-4837,przelew,10
4838,821,593,270,xx-4838,gotowka,4
4839,821,594,270,xx-4839,karta,9
4840,821,595,270,xx-4840,gotowka,4
4841,821,597,270,xx-4841,gotowka,5
4842,821,598,270,xx-4842,karta,3
4843,821,600,270,xx-4843,gotowka,8
4844,821,601,270,xx-4844,przelew,4
4845,821,602,270,xx-4845,gotowka,10
4846,822,603,30,xx-4846,karta,4
4847,822,604,30,xx-4847,przelew,8
4848,822,605,30,xx-4848,karta,7
4849,822,606,30,xx-4849,gotowka,3
4850,822,607,30,xx-4850,karta,4
4851,822,608,30,xx-4851,gotowka,9
4852,823,609,30,xx-4852,przelew,3
4853,823,610,30,xx-4853,gotowka,5
4854,823,611,30,xx-4854,przelew,10
4855,823,612,30,xx-4855,gotowka,9
4856,823,613,30,xx-4856,karta,3
4857,823,614,30,xx-4857,karta,9
4858,823,615,30,xx-4858,gotowka,8
4859,823,616,30,xx-4859,karta,4
4860,823,617,30,xx-4860,karta,5
4861,823,618,30,xx-4861,karta,9
4862,824,619,120,xx-4862,karta,7
4863,824,620,120,xx-4863,przelew,9
4864,824,621,120,xx-4864,gotowka,7
4865,824,622,120,xx-4865,karta,7
4866,824,623,120,xx-4866,przelew,4
4867,824,624,120,xx-4867,przelew,5
4868,825,579,90,xx-4868,przelew,4
4869,825,581,90,xx-4869,gotowka,5
4870,825,582,90,xx-4870,karta,7
4871,825,584,90,xx-4871,przelew,10
4872,826,590,420,xx-4872,przelew,4
4873,827,593,180,xx-4873,przelew,9
4874,827,594,180,xx-4874,przelew,10
4875,827,595,180,xx-4875,przelew,3
4876,827,597,180,xx-4876,przelew,3
4877,827,598,180,xx-4877,przelew,3
4878,827,600,180,xx-4878,przelew,8
4879,827,601,180,xx-4879,gotowka,7
4880,827,602,180,xx-4880,gotowka,3
4881,828,603,120,xx-4881,karta,3
4882,828,604,120,xx-4882,karta,8
4883,828,605,120,xx-4883,przelew,6
4884,828,606,120,xx-4884,gotowka,5
4885,828,607,120,xx-4885,gotowka,10
4886,828,608,120,xx-4886,gotowka,5
4887,829,609,540,xx-4887,gotowka,5
4888,829,610,540,xx-4888,gotowka,4
4889,829,611,540,xx-4889,gotowka,9
4890,829,612,540,xx-4890,karta,7
4891,829,613,540,xx-4891,karta,4
4892,829,614,540,xx-4892,przelew,8
4893,829,615,540,xx-4893,karta,9
4894,829,616,540,xx-4894,gotowka,5
4895,829,617,540,xx-4895,karta,7
4896,829,618,540,xx-4896,karta,4
4897,830,619,90,xx-4897,karta,5
4898,830,620,90,xx-4898,karta,9
4899,830,621,90,xx-4899,przelew,9
4900,830,622,90,xx-4900,karta,8
4901,830,623,90,xx-4901,przelew,10
4902,830,624,90,xx-4902,przelew,5
4903,831,579,360,xx-4903,karta,3
4904,832,590,120,xx-4904,gotowka,5
4905,833,593,360,xx-4905,karta,10
4906,833,594,360,xx-4906,karta,5
4907,833,595,360,xx-4907,karta,5
4908,833,597,360,xx-4908,gotowka,5
4909,833,598,360,xx-4909,karta,7
4910,833,600,360,xx-4910,karta,9
4911,833,601,360,xx-4911,karta,3
4912,833,602,360,xx-4912,karta,8
4913,834,603,270,xx-4913,gotowka,4
4914,834,604,270,xx-4914,przelew,9
4915,834,605,270,xx-4915,karta,5
4916,834,606,270,xx-4916,karta,10
4917,834,607,270,xx-4917,karta,4
4918,834,608,270,xx-4918,karta,7
4919,835,609,540,xx-4919,karta,10
4920,835,610,540,xx-4920,gotowka,6
4921,835,611,540,xx-4921,karta,7
4922,835,612,540,xx-4922,przelew,7
4923,835,613,540,xx-4923,przelew,4
4924,835,614,540,xx-4924,karta,6
4925,835,615,540,xx-4925,przelew,6
4926,835,616,540,xx-4926,przelew,9
4927,835,617,540,xx-4927,karta,4
4928,835,618,540,xx-4928,gotowka,5
4929,836,619,150,xx-4929,przelew,3
4930,836,620,150,xx-4930,przelew,3
4931,836,621,150,xx-4931,przelew,8
4932,836,622,150,xx-4932,przelew,9
4933,836,623,150,xx-4933,gotowka,4
4934,836,624,150,xx-4934,gotowka,3
4935,837,579,45,xx-4935,karta,3
4936,838,593,180,xx-4936,przelew,10
4937,838,594,180,xx-4937,karta,6
4938,838,597,180,xx-4938,karta,10
4939,838,598,180,xx-4939,przelew,3
4940,838,600,180,xx-4940,gotowka,10
4941,838,601,180,xx-4941,przelew,4
4942,839,603,180,xx-4942,karta,10
4943,839,604,180,xx-4943,gotowka,9
4944,839,605,180,xx-4944,gotowka,7
4945,839,606,180,xx-4945,karta,3
4946,839,608,180,xx-4946,przelew,9
4947,840,609,90,xx-4947,przelew,10
4948,840,610,90,xx-4948,gotowka,4
4949,840,611,90,xx-4949,gotowka,6
4950,840,612,90,xx-4950,przelew,7
4951,840,613,90,xx-4951,przelew,6
4952,840,614,90,xx-4952,gotowka,3
4953,840,615,90,xx-4953,karta,6
4954,840,616,90,xx-4954,przelew,4
4955,840,617,90,xx-4955,gotowka,5
4956,840,618,90,xx-4956,karta,9
4957,841,619,450,xx-4957,gotowka,10
4958,841,620,450,xx-4958,karta,8
4959,841,621,450,xx-4959,przelew,8
4960,841,622,450,xx-4960,przelew,4
4961,841,623,450,xx-4961,karta,7
4962,841,624,450,xx-4962,przelew,4
4963,842,594,300,xx-4963,przelew,10
4964,842,601,300,xx-4964,karta,9
4965,843,609,360,xx-4965,gotowka,4
4966,843,610,360,xx-4966,przelew,10
4967,843,611,360,xx-4967,gotowka,8
4968,843,612,360,xx-4968,karta,3
4969,843,614,360,xx-4969,karta,4
4970,843,615,360,xx-4970,karta,5
4971,843,618,360,xx-4971,karta,10
4972,844,620,90,xx-4972,gotowka,6
4973,844,621,90,xx-4973,karta,3
4974,844,624,90,xx-4974,karta,9
4975,845,625,60,xx-4975,przelew,7
4976,845,626,60,xx-4976,przelew,6
4977,845,627,60,xx-4977,gotowka,8
4978,845,628,60,xx-4978,przelew,6
4979,845,629,60,xx-4979,karta,6
4980,845,630,60,xx-4980,karta,8
4981,845,631,60,xx-4981,karta,5
4982,845,632,60,xx-4982,przelew,4
4983,845,633,60,xx-4983,gotowka,9
4984,845,634,60,xx-4984,karta,6
4985,846,635,45,xx-4985,przelew,8
4986,846,636,45,xx-4986,przelew,10
4987,846,637,45,xx-4987,gotowka,3
4988,846,638,45,xx-4988,przelew,4
4989,846,639,45,xx-4989,karta,7
4990,846,640,45,xx-4990,gotowka,4
4991,847,609,360,xx-4991,gotowka,5
4992,847,611,360,xx-4992,karta,3
4993,847,612,360,xx-4993,karta,8
4994,847,615,360,xx-4994,karta,4
4995,847,618,360,xx-4995,karta,9
4996,848,621,540,xx-4996,gotowka,10
4997,848,624,540,xx-4997,gotowka,3
4998,849,625,180,xx-4998,gotowka,7
4999,849,626,180,xx-4999,gotowka,3
5000,849,627,180,xx-5000,przelew,9
5001,849,628,180,xx-5001,karta,8
5002,849,629,180,xx-5002,gotowka,8
5003,849,630,180,xx-5003,przelew,10
5004,849,631,180,xx-5004,przelew,6
5005,849,632,180,xx-5005,przelew,8
5006,849,633,180,xx-5006,karta,9
5007,849,634,180,xx-5007,gotowka,5
5008,850,635,225,xx-5008,przelew,8
5009,850,636,225,xx-5009,przelew,6
5010,850,637,225,xx-5010,przelew,6
5011,850,638,225,xx-5011,gotowka,7
5012,850,639,225,xx-5012,gotowka,6
5013,850,640,225,xx-5013,gotowka,5
5014,851,625,270,xx-5014,przelew,3
5015,851,626,270,xx-5015,przelew,4
5016,851,627,270,xx-5016,gotowka,10
5017,851,628,270,xx-5017,gotowka,10
5018,851,629,270,xx-5018,karta,10
5019,851,630,270,xx-5019,karta,9
5020,851,631,270,xx-5020,przelew,8
5021,851,632,270,xx-5021,gotowka,3
5022,851,633,270,xx-5022,gotowka,5
5023,851,634,270,xx-5023,gotowka,5
5024,852,635,120,xx-5024,gotowka,7
5025,852,636,120,xx-5025,gotowka,8
5026,852,637,120,xx-5026,karta,9
5027,852,638,120,xx-5027,gotowka,6
5028,852,639,120,xx-5028,karta,5
5029,852,640,120,xx-5029,gotowka,7
5030,853,625,150,xx-5030,przelew,6
5031,853,626,150,xx-5031,karta,4
5032,853,627,150,xx-5032,przelew,3
5033,853,628,150,xx-5033,karta,9
5034,853,629,150,xx-5034,gotowka,6
5035,853,630,150,xx-5035,gotowka,7
5036,853,631,150,xx-5036,gotowka,4
5037,853,632,150,xx-5037,gotowka,4
5038,853,633,150,xx-5038,gotowka,9
5039,853,634,150,xx-5039,karta,10
5040,854,635,315,xx-5040,karta,8
5041,854,636,315,xx-5041,przelew,6
5042,854,637,315,xx-5042,karta,8
5043,854,638,315,xx-5043,gotowka,4
5044,854,639,315,xx-5044,karta,4
5045,854,640,315,xx-5045,przelew,4
5046,855,625,90,xx-5046,karta,8
5047,855,626,90,xx-5047,gotowka,10
5048,855,627,90,xx-5048,gotowka,9
5049,855,628,90,xx-5049,gotowka,5
5050,855,629,90,xx-5050,przelew,7
5051,855,631,90,xx-5051,gotowka,5
5052,855,632,90,xx-5052,gotowka,4
5053,855,633,90,xx-5053,gotowka,7
5054,855,634,90,xx-5054,gotowka,5
5055,856,635,45,xx-5055,karta,4
5056,856,636,45,xx-5056,karta,9
5057,856,637,45,xx-5057,przelew,9
5058,856,638,45,xx-5058,gotowka,10
5059,856,639,45,xx-5059,karta,5
5060,856,640,45,xx-5060,karta,10
5061,857,641,60,xx-5061,przelew,7
5062,857,642,60,xx-5062,przelew,7
5063,857,643,60,xx-5063,przelew,6
5064,857,644,60,xx-5064,gotowka,8
5065,857,645,60,xx-5065,karta,9
5066,857,646,60,xx-5066,gotowka,8
5067,857,647,60,xx-5067,przelew,9
5068,857,648,60,xx-5068,gotowka,4
5069,857,649,60,xx-5069,karta,6
5070,857,650,60,xx-5070,gotowka,7
5071,858,651,300,xx-5071,karta,7
5072,858,652,300,xx-5072,gotowka,7
5073,858,653,300,xx-5073,gotowka,6
5074,858,654,300,xx-5074,przelew,10
5075,858,655,300,xx-5075,karta,4
5076,858,656,300,xx-5076,przelew,7
5077,859,625,90,xx-5077,gotowka,8
5078,859,626,90,xx-5078,przelew,6
5079,859,627,90,xx-5079,gotowka,9
5080,859,628,90,xx-5080,karta,6
5081,859,629,90,xx-5081,gotowka,9
5082,859,631,90,xx-5082,gotowka,8
5083,859,632,90,xx-5083,gotowka,5
5084,859,633,90,xx-5084,gotowka,3
5085,859,634,90,xx-5085,gotowka,10
5086,860,635,630,xx-5086,karta,8
5087,860,636,630,xx-5087,karta,6
5088,860,637,630,xx-5088,gotowka,3
5089,860,638,630,xx-5089,karta,9
5090,860,639,630,xx-5090,gotowka,6
5091,860,640,630,xx-5091,gotowka,4
5092,861,641,420,xx-5092,przelew,7
5093,861,642,420,xx-5093,gotowka,6
5094,861,643,420,xx-5094,karta,4
5095,861,644,420,xx-5095,przelew,8
5096,861,645,420,xx-5096,przelew,6
5097,861,646,420,xx-5097,karta,5
5098,861,647,420,xx-5098,przelew,9
5099,861,648,420,xx-5099,karta,3
5100,861,649,420,xx-5100,gotowka,3
5101,861,650,420,xx-5101,karta,6
5102,862,651,300,xx-5102,gotowka,9
5103,862,652,300,xx-5103,przelew,6
5104,862,653,300,xx-5104,gotowka,6
5105,862,654,300,xx-5105,karta,9
5106,862,655,300,xx-5106,gotowka,10
5107,862,656,300,xx-5107,karta,4
5108,863,626,270,xx-5108,przelew,10
5109,863,627,270,xx-5109,karta,8
5110,863,628,270,xx-5110,karta,10
5111,863,629,270,xx-5111,przelew,8
5112,863,632,270,xx-5112,karta,9
5113,863,633,270,xx-5113,gotowka,7
5114,863,634,270,xx-5114,gotowka,6
5115,864,635,270,xx-5115,karta,3
5116,864,636,270,xx-5116,gotowka,10
5117,864,637,270,xx-5117,przelew,6
5118,864,638,270,xx-5118,gotowka,3
5119,864,639,270,xx-5119,karta,9
5120,864,640,270,xx-5120,przelew,5
5121,865,641,360,xx-5121,karta,5
5122,865,642,360,xx-5122,przelew,8
5123,865,643,360,xx-5123,przelew,3
5124,865,644,360,xx-5124,gotowka,7
5125,865,645,360,xx-5125,karta,10
5126,865,646,360,xx-5126,przelew,7
5127,865,647,360,xx-5127,karta,3
5128,865,648,360,xx-5128,przelew,7
5129,865,649,360,xx-5129,karta,4
5130,865,650,360,xx-5130,przelew,5
5131,866,651,270,xx-5131,gotowka,6
5132,866,652,270,xx-5132,karta,7
5133,866,653,270,xx-5133,przelew,4
5134,866,654,270,xx-5134,przelew,6
5135,866,655,270,xx-5135,gotowka,4
5136,866,656,270,xx-5136,karta,8
5137,867,626,210,xx-5137,karta,10
5138,867,627,210,xx-5138,przelew,9
5139,867,628,210,xx-5139,karta,9
5140,867,629,210,xx-5140,gotowka,7
5141,867,632,210,xx-5141,gotowka,4
5142,867,633,210,xx-5142,przelew,9
5143,867,634,210,xx-5143,przelew,6
5144,868,636,90,xx-5144,przelew,9
5145,868,638,90,xx-5145,karta,10
5146,868,639,90,xx-5146,przelew,9
5147,869,641,180,xx-5147,przelew,7
5148,869,642,180,xx-5148,karta,9
5149,869,643,180,xx-5149,przelew,6
5150,869,644,180,xx-5150,karta,5
5151,869,645,180,xx-5151,przelew,10
5152,869,646,180,xx-5152,karta,5
5153,869,647,180,xx-5153,karta,9
5154,869,648,180,xx-5154,karta,6
5155,869,649,180,xx-5155,karta,5
5156,869,650,180,xx-5156,przelew,9
5157,870,651,150,xx-5157,gotowka,8
5158,870,652,150,xx-5158,gotowka,6
5159,870,653,150,xx-5159,karta,5
5160,870,654,150,xx-5160,gotowka,5
5161,870,655,150,xx-5161,gotowka,9
5162,870,656,150,xx-5162,przelew,10
5163,871,627,30,xx-5163,przelew,7
5164,871,628,30,xx-5164,przelew,3
5165,871,629,30,xx-5165,karta,6
5166,871,633,30,xx-5166,przelew,6
5167,872,636,30,xx-5167,karta,5
5168,872,638,30,xx-5168,przelew,9
5169,873,641,90,xx-5169,przelew,7
5170,873,642,90,xx-5170,przelew,8
5171,873,643,90,xx-5171,karta,3
5172,873,644,90,xx-5172,przelew,6
5173,873,645,90,xx-5173,karta,9
5174,873,646,90,xx-5174,gotowka,8
5175,873,647,90,xx-5175,karta,7
5176,873,648,90,xx-5176,karta,4
5177,873,649,90,xx-5177,gotowka,3
5178,873,650,90,xx-5178,gotowka,6
5179,874,651,120,xx-5179,gotowka,10
5180,874,652,120,xx-5180,gotowka,5
5181,874,653,120,xx-5181,karta,8
5182,874,654,120,xx-5182,przelew,3
5183,874,655,120,xx-5183,przelew,6
5184,874,656,120,xx-5184,karta,6
5185,875,657,210,xx-5185,gotowka,8
5186,875,658,210,xx-5186,gotowka,9
5187,875,659,210,xx-5187,przelew,7
5188,875,660,210,xx-5188,gotowka,8
5189,875,661,210,xx-5189,karta,6
5190,875,662,210,xx-5190,przelew,8
5191,875,663,210,xx-5191,karta,3
5192,875,664,210,xx-5192,karta,4
5193,875,665,210,xx-5193,przelew,3
5194,875,666,210,xx-5194,gotowka,9
5195,876,667,420,xx-5195,gotowka,4
5196,876,668,420,xx-5196,karta,8
5197,876,669,420,xx-5197,przelew,3
5198,876,670,420,xx-5198,przelew,9
5199,876,671,420,xx-5199,karta,10
5200,876,672,420,xx-5200,gotowka,9
5201,877,633,225,xx-5201,karta,8
5202,878,636,360,xx-5202,karta,3
5203,878,638,360,xx-5203,przelew,10
5204,879,641,60,xx-5204,przelew,7
5205,879,642,60,xx-5205,przelew,6
5206,879,643,60,xx-5206,karta,4
5207,879,644,60,xx-5207,karta,4
5208,879,645,60,xx-5208,gotowka,9
5209,879,646,60,xx-5209,gotowka,6
5210,879,647,60,xx-5210,gotowka,8
5211,879,648,60,xx-5211,karta,5
5212,879,650,60,xx-5212,gotowka,7
5213,880,651,60,xx-5213,przelew,5
5214,880,652,60,xx-5214,karta,6
5215,880,653,60,xx-5215,gotowka,7
5216,880,654,60,xx-5216,gotowka,4
5217,880,655,60,xx-5217,karta,3
5218,881,657,180,xx-5218,karta,10
5219,881,658,180,xx-5219,gotowka,6
5220,881,659,180,xx-5220,przelew,7
5221,881,660,180,xx-5221,karta,4
5222,881,661,180,xx-5222,gotowka,3
5223,881,662,180,xx-5223,przelew,6
5224,881,663,180,xx-5224,gotowka,4
5225,881,664,180,xx-5225,przelew,9
5226,881,665,180,xx-5226,karta,4
5227,881,666,180,xx-5227,karta,4
5228,882,667,540,xx-5228,gotowka,7
5229,882,668,540,xx-5229,przelew,5
5230,882,669,540,xx-5230,przelew,5
5231,882,670,540,xx-5231,karta,8
5232,882,671,540,xx-5232,przelew,7
5233,882,672,540,xx-5233,przelew,8
5234,883,633,180,xx-5234,karta,8
5235,884,641,90,xx-5235,przelew,6
5236,884,642,90,xx-5236,karta,9
5237,884,643,90,xx-5237,gotowka,5
5238,884,644,90,xx-5238,przelew,8
5239,884,646,90,xx-5239,karta,4
5240,884,647,90,xx-5240,przelew,4
5241,884,648,90,xx-5241,przelew,6
5242,884,650,90,xx-5242,przelew,9
5243,885,652,180,xx-5243,przelew,3
5244,885,653,180,xx-5244,karta,6
5245,885,654,180,xx-5245,karta,10
5246,885,655,180,xx-5246,gotowka,10
5247,886,657,270,xx-5247,karta,8
5248,886,658,270,xx-5248,karta,7
5249,886,659,270,xx-5249,gotowka,6
5250,886,660,270,xx-5250,karta,9
5251,886,661,270,xx-5251,przelew,6
5252,886,662,270,xx-5252,gotowka,7
5253,886,663,270,xx-5253,gotowka,6
5254,886,664,270,xx-5254,gotowka,3
5255,886,665,270,xx-5255,karta,5
5256,886,666,270,xx-5256,karta,5
5257,887,667,120,xx-5257,karta,5
5258,887,668,120,xx-5258,gotowka,9
5259,887,669,120,xx-5259,przelew,8
5260,887,670,120,xx-5260,gotowka,5
5261,887,671,120,xx-5261,karta,10
5262,887,672,120,xx-5262,gotowka,8
5263,888,641,300,xx-5263,przelew,5
5264,888,644,300,xx-5264,przelew,6
5265,888,646,300,xx-5265,gotowka,5
5266,888,647,300,xx-5266,karta,4
5267,888,648,300,xx-5267,karta,5
5268,888,650,300,xx-5268,gotowka,3
5269,889,652,360,xx-5269,karta,4
5270,889,653,360,xx-5270,gotowka,7
5271,889,654,360,xx-5271,karta,3
5272,889,655,360,xx-5272,karta,5
5273,890,657,150,xx-5273,gotowka,5
5274,890,658,150,xx-5274,przelew,3
5275,890,659,150,xx-5275,przelew,8
5276,890,660,150,xx-5276,gotowka,7
5277,890,661,150,xx-5277,przelew,10
5278,890,662,150,xx-5278,karta,10
5279,890,663,150,xx-5279,gotowka,7
5280,890,664,150,xx-5280,przelew,8
5281,890,665,150,xx-5281,przelew,10
5282,890,666,150,xx-5282,karta,3
5283,891,667,90,xx-5283,gotowka,6
5284,891,668,90,xx-5284,gotowka,6
5285,891,669,90,xx-5285,przelew,9
5286,891,670,90,xx-5286,gotowka,5
5287,891,671,90,xx-5287,gotowka,7
5288,891,672,90,xx-5288,karta,4
5289,892,647,360,xx-5289,gotowka,4
5290,892,648,360,xx-5290,karta,7
5291,893,652,60,xx-5291,przelew,8
5292,893,653,60,xx-5292,karta,6
5293,893,655,60,xx-5293,przelew,5
5294,894,657,120,xx-5294,przelew,3
5295,894,658,120,xx-5295,gotowka,5
5296,894,659,120,xx-5296,karta,4
5297,894,660,120,xx-5297,gotowka,9
5298,894,661,120,xx-5298,karta,3
5299,894,662,120,xx-5299,przelew,4
5300,894,664,120,xx-5300,gotowka,3
5301,894,665,120,xx-5301,karta,4
5302,894,666,120,xx-5302,gotowka,8
5303,895,667,180,xx-5303,gotowka,6
5304,895,668,180,xx-5304,gotowka,5
5305,895,669,180,xx-5305,karta,3
5306,895,670,180,xx-5306,karta,6
5307,895,671,180,xx-5307,karta,10
5308,895,672,180,xx-5308,gotowka,4
5309,896,673,180,xx-5309,karta,8
5310,896,674,180,xx-5310,przelew,4
5311,896,675,180,xx-5311,karta,3
5312,896,676,180,xx-5312,gotowka,10
5313,896,677,180,xx-5313,gotowka,4
5314,896,678,180,xx-5314,karta,3
5315,896,679,180,xx-5315,karta,5
5316,896,680,180,xx-5316,karta,8
5317,896,681,180,xx-5317,karta,4
5318,896,682,180,xx-5318,przelew,3
5319,897,683,240,xx-5319,przelew,7
5320,897,684,240,xx-5320,karta,6
5321,897,685,240,xx-5321,gotowka,9
5322,897,686,240,xx-5322,gotowka,4
5323,897,687,240,xx-5323,przelew,7
5324,897,688,240,xx-5324,gotowka,6
5325,898,647,180,xx-5325,gotowka,8
5326,898,648,180,xx-5326,przelew,3
5327,899,652,180,xx-5327,karta,3
5328,899,653,180,xx-5328,przelew,8
5329,900,657,210,xx-5329,przelew,9
5330,900,658,210,xx-5330,karta,5
5331,900,659,210,xx-5331,karta,6
5332,900,660,210,xx-5332,gotowka,7
5333,900,661,210,xx-5333,karta,4
5334,900,662,210,xx-5334,przelew,3
5335,900,664,210,xx-5335,karta,10
5336,900,665,210,xx-5336,przelew,7
5337,900,666,210,xx-5337,przelew,10
5338,901,667,180,xx-5338,przelew,9
5339,901,668,180,xx-5339,karta,4
5340,901,669,180,xx-5340,gotowka,9
5341,901,670,180,xx-5341,gotowka,8
5342,901,671,180,xx-5342,gotowka,6
5343,901,672,180,xx-5343,gotowka,7
5344,902,673,315,xx-5344,przelew,8
5345,902,674,315,xx-5345,gotowka,7
5346,902,675,315,xx-5346,gotowka,3
5347,902,676,315,xx-5347,karta,5
5348,902,677,315,xx-5348,karta,8
5349,902,678,315,xx-5349,karta,6
5350,902,679,315,xx-5350,karta,8
5351,902,680,315,xx-5351,karta,10
5352,902,681,315,xx-5352,karta,6
5353,902,682,315,xx-5353,karta,6
5354,903,683,450,xx-5354,karta,3
5355,903,684,450,xx-5355,karta,7
5356,903,685,450,xx-5356,przelew,7
5357,903,686,450,xx-5357,gotowka,5
5358,903,687,450,xx-5358,gotowka,6
5359,903,688,450,xx-5359,karta,8
5360,904,648,540,xx-5360,przelew,9
5361,905,653,180,xx-5361,gotowka,8
5362,906,658,60,xx-5362,gotowka,4
5363,906,659,60,xx-5363,gotowka,3
5364,906,660,60,xx-5364,przelew,7
5365,906,661,60,xx-5365,przelew,10
5366,906,662,60,xx-5366,gotowka,9
5367,906,664,60,xx-5367,gotowka,4
5368,906,665,60,xx-5368,karta,6
5369,906,666,60,xx-5369,gotowka,3
5370,907,667,90,xx-5370,przelew,4
5371,907,668,90,xx-5371,gotowka,10
5372,907,669,90,xx-5372,przelew,10
5373,907,670,90,xx-5373,przelew,3
5374,907,671,90,xx-5374,karta,3
5375,907,672,90,xx-5375,karta,10
5376,908,673,225,xx-5376,karta,8
5377,908,674,225,xx-5377,karta,5
5378,908,675,225,xx-5378,przelew,6
5379,908,676,225,xx-5379,gotowka,8
5380,908,677,225,xx-5380,gotowka,9
5381,908,678,225,xx-5381,karta,5
5382,908,679,225,xx-5382,karta,8
5383,908,680,225,xx-5383,karta,4
5384,908,681,225,xx-5384,przelew,6
5385,908,682,225,xx-5385,przelew,10
5386,909,683,225,xx-5386,przelew,6
5387,909,684,225,xx-5387,karta,3
5388,909,685,225,xx-5388,karta,4
5389,909,686,225,xx-5389,przelew,8
5390,909,687,225,xx-5390,gotowka,10
5391,909,688,225,xx-5391,przelew,10
5392,910,648,90,xx-5392,gotowka,8
5393,911,658,240,xx-5393,karta,5
5394,911,659,240,xx-5394,karta,9
5395,911,660,240,xx-5395,przelew,3
5396,911,661,240,xx-5396,gotowka,4
5397,911,662,240,xx-5397,gotowka,4
5398,911,664,240,xx-5398,gotowka,8
5399,911,665,240,xx-5399,gotowka,5
5400,911,666,240,xx-5400,karta,3
5401,912,667,45,xx-5401,gotowka,4
5402,912,668,45,xx-5402,gotowka,8
5403,912,669,45,xx-5403,gotowka,7
5404,912,670,45,xx-5404,przelew,9
5405,912,671,45,xx-5405,gotowka,5
5406,913,673,30,xx-5406,gotowka,4
5407,913,674,30,xx-5407,gotowka,4
5408,913,675,30,xx-5408,karta,10
5409,913,676,30,xx-5409,karta,6
5410,913,677,30,xx-5410,karta,4
5411,913,678,30,xx-5411,przelew,3
5412,913,679,30,xx-5412,gotowka,7
5413,913,680,30,xx-5413,karta,9
5414,913,682,30,xx-5414,gotowka,4
5415,914,683,120,xx-5415,przelew,10
5416,914,684,120,xx-5416,gotowka,4
5417,914,685,120,xx-5417,gotowka,10
5418,914,686,120,xx-5418,przelew,5
